Animal ID,Date of Birth,Name,DateTime,MonthYear,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color
A753591,4/27/17,*Charity,2017-07-13T16:51:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black
A753633,5/9/17,Bear,2017-07-13T16:56:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A752753,4/27/17,Matcha,2017-07-13T17:08:00,Jul-17,Adoption,,Cat,Spayed Female,2 months,Siamese Mix,Lynx Point
A752341,5/14/17,*Dora,2017-07-13T17:09:00,Jul-17,Adoption,,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Black/White
A753024,5/5/17,Musubi,2017-07-13T17:13:00,Jul-17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby/White
A753030,12/30/16,Turkey,2017-07-13T17:32:00,Jul-17,Adoption,,Cat,Spayed Female,6 months,Domestic Shorthair Mix,Brown Tabby
A649122,3/10/08,Llama,2017-07-13T17:32:00,Jul-17,Adoption,,Dog,Neutered Male,9 years,Tibetan Spaniel Mix,Red
A753632,5/9/17,Rufo,2017-07-13T17:33:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Brown
A753635,5/9/17,Mac,2017-07-13T17:37:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black
A753634,5/9/17,,2017-07-13T17:40:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Brown
A752758,5/12/17,Baby,2017-07-13T18:02:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,Chihuahua Shorthair Mix,Brown/Black
A753368,4/5/17,Zoey,2017-07-13T18:08:00,Jul-17,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby
A753567,3/6/12,Princess,2017-07-13T18:18:00,Jul-17,Adoption,,Dog,Spayed Female,5 years,Chihuahua Longhair Mix,White/Tan
A753629,7/9/16,Seabass,2017-07-13T18:30:00,Jul-17,Adoption,,Dog,Neutered Male,1 year,Siberian Husky,Black/Gray
A753636,5/9/17,,2017-07-13T18:35:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Labrador Retriever Mix,Black/Tan
A559625,8/26/09,Rico,2017-07-13T18:43:00,Jul-17,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Black/White
A753716,7/10/16,,2017-07-13T18:47:25,Jul-17,Transfer,Partner,Dog,Intact Female,1 year,Chinese Sharpei Mix,White/Brown
A753654,5/9/17,,2017-07-13T18:53:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Dachshund/Labrador Retriever,Black/Tan
A753573,4/28/17,Jake,2017-07-13T19:00:00,Jul-17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A753219,5/12/17,*Yuri,2017-07-13T22:11:00,Jul-17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A751115,5/4/17,*Cocoa,2017-07-14T08:59:00,Jul-17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Longhair Mix,Brown Tabby/White
A723354,3/30/04,Mittens,2017-07-14T10:30:00,Jul-17,Adoption,Foster,Cat,Spayed Female,13 years,Domestic Shorthair Mix,Brown Tabby/White
A752033,5/1/17,Lu'Ris,2017-07-14T11:59:00,Jul-17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Lynx Point
A752928,11/29/16,*Summer,2017-07-14T12:26:00,Jul-17,Transfer,Partner,Dog,Intact Female,7 months,Pit Bull Mix,Brown/White
A737624,11/1/14,Clyde,2017-07-14T12:26:00,Jul-17,Transfer,Partner,Dog,Neutered Male,2 years,Pit Bull Mix,Sable/White
A753312,7/4/10,Lucas,2017-07-14T12:27:00,Jul-17,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tricolor
A753534,7/7/11,*Debora,2017-07-14T12:27:00,Jul-17,Transfer,Partner,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Tan
A749873,2/20/10,Princess,2017-07-14T12:27:00,Jul-17,Transfer,Partner,Dog,Spayed Female,7 years,Chihuahua Shorthair Mix,Cream
A684012,5/25/10,Lucca,2017-07-14T12:27:00,Jul-17,Transfer,Partner,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Tan
A753746,4/25/17,King,2017-07-14T13:18:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Whippet/Labrador Retriever,Black/White
A753585,4/23/17,*Cereza,2017-07-14T13:19:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,Catahoula Mix,White/Brown Brindle
A750526,5/6/17,,2017-07-14T13:35:00,Jul-17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A750527,5/6/17,,2017-07-14T13:35:00,Jul-17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White
A753929,7/14/16,,2017-07-14T13:59:00,Jul-17,Transfer,Partner,Dog,Intact Female,1 year,Miniature Poodle,White
A752768,6/27/15,*Yancey,2017-07-14T14:20:00,Jul-17,Transfer,Snr,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby
A753088,7/1/16,,2017-07-14T14:22:00,Jul-17,Transfer,Snr,Cat,Intact Female,1 year,Domestic Shorthair Mix,Tortie
A753241,4/18/17,*Dino,2017-07-14T14:23:00,Jul-17,Transfer,Snr,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A753497,4/7/17,,2017-07-14T14:32:00,Jul-17,Transfer,Snr,Cat,Intact Female,3 months,Domestic Medium Hair Mix,Brown Tabby/White
A753684,3/9/17,,2017-07-14T14:32:00,Jul-17,Transfer,Snr,Cat,Intact Female,4 months,Domestic Shorthair Mix,Blue/White
A753751,7/10/15,,2017-07-14T14:33:00,Jul-17,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A753987,6/14/17,,2017-07-14T14:35:00,Jul-17,Transfer,Partner,Cat,Unknown,4 weeks,Domestic Longhair Mix,Calico
A695837,1/24/14,Rico,2017-07-14T15:07:00,Jul-17,Adoption,,Dog,Neutered Male,3 years,Miniature Pinscher/Chihuahua Shorthair,Black/Tan
A725396,4/28/15,Daisy,2017-07-14T15:33:00,Jul-17,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A753653,5/9/17,,2017-07-14T16:45:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,Dachshund/Labrador Retriever,Black/White
A753590,7/8/15,Zsa Zsa,2017-07-14T17:13:00,Jul-17,Adoption,,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Tan/White
A753757,2/10/17,Cassidy,2017-07-14T17:22:00,Jul-17,Adoption,,Dog,Neutered Male,5 months,Rat Terrier Mix,Black/Tan
A753725,7/10/16,,2017-07-14T17:29:00,Jul-17,Adoption,,Dog,Spayed Female,1 year,Siberian Husky,Tan/Cream
A752155,6/19/16,Nova,2017-07-14T17:39:00,Jul-17,Adoption,,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/White
A752884,4/28/17,Kane,2017-07-14T17:51:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,German Shepherd Mix,Black/Brown
A748366,5/2/15,*Sheba,2017-07-14T17:57:00,Jul-17,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Calico
A753717,5/21/17,,2017-07-14T17:58:00,Jul-17,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Tortie
A753718,5/21/17,,2017-07-14T17:58:00,Jul-17,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Blue
A753719,5/21/17,,2017-07-14T17:58:00,Jul-17,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue
A753720,5/21/17,,2017-07-14T17:59:00,Jul-17,Transfer,Partner,Cat,Intact Male,1 month,Domestic Shorthair Mix,Blue Tabby
A753509,4/7/17,Pepper,2017-07-14T18:00:00,Jul-17,Adoption,,Cat,Spayed Female,3 months,Domestic Medium Hair Mix,Brown Tabby/White
A753630,5/9/17,,2017-07-14T18:23:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,Labrador Retriever Mix,Black/White
A753272,7/4/15,Roxy,2017-07-14T18:41:00,Jul-17,Adoption,,Dog,Spayed Female,2 years,German Shepherd Mix,Black/Brown
A753799,7/11/12,,2017-07-14T19:02:00,Jul-17,Transfer,Snr,Cat,Spayed Female,5 years,Domestic Medium Hair Mix,Brown Tabby
A753394,7/5/15,Daisy,2017-07-14T19:08:00,Jul-17,Adoption,,Dog,Intact Female,2 years,Pit Bull Mix,Black/White
A749704,5/18/15,Tramp,2017-07-14T19:21:00,Jul-17,Adoption,,Dog,Neutered Male,2 years,Great Pyrenees/Border Collie,Black/White
A753756,3/10/17,,2017-07-14T21:59:00,Jul-17,Adoption,,Dog,Neutered Male,4 months,Labrador Retriever Mix,Black/White
A594194,2/24/09,Snoop,2017-07-15T08:28:00,Jul-17,Adoption,Foster,Dog,Neutered Male,8 years,Chinese Sharpei/Labrador Retriever,Brown/White
A744480,3/1/12,Sasha,2017-07-15T08:36:00,Jul-17,Adoption,Foster,Dog,Spayed Female,5 years,Labrador Retriever/Golden Retriever,Yellow
A749639,4/2/17,*Grim,2017-07-15T10:16:00,Jul-17,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A753184,5/18/17,Birmingham,2017-07-15T12:37:00,Jul-17,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby
A752651,5/25/17,Rain,2017-07-15T12:37:00,Jul-17,Adoption,,Cat,Intact Male,1 month,Siamese Mix,White
A753109,7/1/16,Bear,2017-07-15T13:04:00,Jul-17,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever/German Shepherd,Brown/Black
A751952,4/30/17,,2017-07-15T13:28:00,Jul-17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair/Maine Coon,Brown Tabby
A744551,3/2/15,Homie,2017-07-15T14:04:00,Jul-17,Adoption,,Dog,Neutered Male,2 years,Pit Bull Mix,Brown
A753468,7/6/16,*Maisie,2017-07-15T14:05:00,Jul-17,Adoption,,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White
A747858,4/25/12,*Lotus,2017-07-15T14:49:00,Jul-17,Adoption,Foster,Dog,Spayed Female,5 years,Pit Bull Mix,Blue/White
A752890,4/13/17,*Katerina,2017-07-15T14:51:00,Jul-17,Adoption,,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Black/White
A753923,6/29/17,,2017-07-15T15:16:26,Jul-17,Transfer,Partner,Bird,Unknown,2 weeks,Chicken Mix,Black/Brown
A753922,6/29/17,,2017-07-15T15:16:34,Jul-17,Transfer,Partner,Bird,Unknown,2 weeks,Chicken Mix,Black/Brown
A753499,7/7/15,*Sasha,2017-07-15T15:23:00,Jul-17,Adoption,,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,White/Tan
A754097,5/31/17,,2017-07-15T15:33:00,Jul-17,Transfer,Partner,Dog,Intact Female,1 month,Chihuahua Shorthair Mix,Tricolor
A753007,8/30/16,Bernardo,2017-07-15T16:18:00,Jul-17,Adoption,,Dog,Neutered Male,10 months,Siberian Husky,Gray/Black
A748017,4/28/15,*Junebug,2017-07-15T16:28:00,Jul-17,Adoption,,Cat,Spayed Female,2 years,Domestic Shorthair Mix,Brown Tabby/White
A753442,7/6/15,Kobe,2017-07-15T16:47:00,Jul-17,Adoption,,Dog,Neutered Male,2 years,Siberian Husky Mix,Black/White
A753001,12/30/15,Jerry,2017-07-15T16:48:00,Jul-17,Adoption,,Dog,Neutered Male,1 year,Cairn Terrier Mix,Buff
A753089,5/28/17,*Houston,2017-07-15T16:52:00,Jul-17,Adoption,,Cat,Intact Male,1 month,Domestic Shorthair Mix,Orange Tabby/White
A753659,9/9/16,Lola,2017-07-15T16:59:00,Jul-17,Adoption,,Dog,Spayed Female,10 months,Siberian Husky Mix,White
A751426,5/8/17,*Buffy,2017-07-15T17:03:00,Jul-17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby/White
A753047,4/30/17,*Mardi,2017-07-15T17:08:00,Jul-17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Black/White
A750928,4/25/17,*Jones,2017-07-15T17:18:00,Jul-17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A753351,7/5/16,*Charming,2017-07-15T17:20:00,Jul-17,Adoption,,Dog,Neutered Male,1 year,Pit Bull Mix,Fawn/White
A753779,5/11/17,,2017-07-15T17:24:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Brown
A753798,5/11/17,Murphy,2017-07-15T17:48:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Miniature Schnauzer/Cairn Terrier,Cream/White
A752674,2/14/17,Muneca,2017-07-15T18:13:00,Jul-17,Adoption,,Dog,Spayed Female,4 months,St. Bernard Rough Coat Mix,Tan/White
A754089,6/25/17,,2017-07-15T18:54:00,Jul-17,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Brown Tabby
A754090,6/25/17,,2017-07-15T18:55:00,Jul-17,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Brown Tabby
A754092,6/25/17,,2017-07-15T18:55:00,Jul-17,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A754107,6/22/17,,2017-07-15T18:57:00,Jul-17,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A753161,4/25/17,Snow,2017-07-15T19:06:00,Jul-17,Adoption,,Cat,Intact Female,2 months,Domestic Shorthair,White/Brown Tabby
A750884,5/1/17,Baby,2017-07-15T19:06:00,Jul-17,Adoption,,Cat,Intact Male,2 months,Domestic Shorthair Mix,Blue Tabby
A752629,5/10/17,*Eleanor,2017-07-15T21:38:00,Jul-17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Torbie
A751068,4/3/17,*Zune,2017-07-15T21:39:00,Jul-17,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black
A720499,2/10/10,Leo,2017-07-16T11:08:00,Jul-17,Transfer,Partner,Dog,Neutered Male,7 years,Dachshund Longhair,Red/Black
A752959,6/29/16,Biscuit,2017-07-16T11:19:00,Jul-17,Transfer,Partner,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black/White
A752961,6/29/16,Gravy,2017-07-16T11:19:00,Jul-17,Transfer,Partner,Cat,Spayed Female,1 year,Domestic Longhair Mix,Gray
A752431,3/6/17,,2017-07-16T11:29:00,Jul-17,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Brown Tabby
A752432,3/6/17,,2017-07-16T11:29:00,Jul-17,Transfer,Partner,Cat,Intact Female,4 months,Domestic Shorthair Mix,White/Brown Tabby
A753819,5/11/17,*Hans,2017-07-16T11:46:00,Jul-17,Adoption,,Dog,Neutered Male,2 months,Chihuahua Shorthair Mix,Tan
A753434,12/6/16,*Buster,2017-07-16T13:04:00,Jul-17,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White
A753891,7/12/12,,2017-07-16T14:12:00,Jul-17,Transfer,Snr,Cat,Intact Male,5 years,Domestic Shorthair Mix,Black/White
A753898,7/12/15,,2017-07-16T14:12:00,Jul-17,Transfer,Snr,Cat,Intact Male,2 years,Domestic Shorthair Mix,Blue Tabby
A753476,10/7/16,Pickles,2017-07-16T14:15:00,Jul-17,Transfer,Snr,Cat,Neutered Male,9 months,Domestic Longhair Mix,Black/White
A663726,9/23/10,*Ruby,2017-07-16T14:18:00,Jul-17,Adoption,,Dog,Spayed Female,6 years,Australian Cattle Dog,Brown
A753516,7/7/10,*Guinness,2017-07-16T15:49:00,Jul-17,Adoption,,Dog,Neutered Male,7 years,Labrador Retriever Mix,Brown
A753904,4/12/17,Zoe,2017-07-16T17:35:00,Jul-17,Adoption,,Dog,Spayed Female,3 months,Miniature Schnauzer/Miniature Poodle,White
A753901,7/12/15,Austin,2017-07-16T17:38:00,Jul-17,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Black/Tan
A753973,4/13/17,*Lewis,2017-07-16T17:40:00,Jul-17,Adoption,,Cat,Neutered Male,3 months,Domestic Medium Hair Mix,Black
A753459,7/6/16,Guy,2017-07-16T17:51:00,Jul-17,Adoption,,Dog,Neutered Male,1 year,Weimaraner Mix,Blue
A753417,12/6/16,*Ivory,2017-07-16T18:05:00,Jul-17,Adoption,,Dog,Spayed Female,7 months,Labrador Retriever Mix,White
A753778,5/11/17,*Q.T.,2017-07-16T18:11:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,German Shepherd Mix,Black/Brown
A753978,7/13/15,,2017-07-16T19:18:00,Jul-17,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico
A753979,4/13/17,,2017-07-16T19:19:00,Jul-17,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Blue/White
A753980,4/13/17,,2017-07-16T19:19:00,Jul-17,Transfer,Snr,Cat,Intact Male,3 months,Domestic Shorthair Mix,Black/White
A753981,4/13/17,,2017-07-16T19:19:00,Jul-17,Transfer,Snr,Cat,Unknown,3 months,Domestic Shorthair Mix,Orange Tabby/White
A753982,4/13/17,,2017-07-16T19:19:00,Jul-17,Transfer,Snr,Cat,Unknown,3 months,Domestic Shorthair Mix,Orange Tabby
A753983,4/13/17,,2017-07-16T19:19:00,Jul-17,Transfer,Snr,Cat,Unknown,3 months,Domestic Shorthair Mix,Orange Tabby
A751353,6/7/13,Sam,2017-07-16T19:30:00,Jul-17,Adoption,,Dog,Neutered Male,4 years,American Bulldog Mix,White/Brown
A719360,11/18/15,Champ,2017-07-16T23:09:00,Jul-17,Adoption,,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White
A752878,4/28/17,*Splashy,2017-07-17T11:11:00,Jul-17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,White/Brown Tabby
A752847,2/28/17,Truffle,2017-07-17T13:45:00,Jul-17,Adoption,,Cat,Spayed Female,4 months,Domestic Shorthair,Brown Tabby/Tortie
A381217,3/5/04,Cherokee,2017-07-17T14:34:00,Jul-17,Transfer,Partner,Dog,Neutered Male,13 years,Miniature Poodle/Cairn Terrier,White/Cream
A748201,4/2/17,*Chico,2017-07-17T14:57:00,Jul-17,Adoption,,Cat,Neutered Male,3 months,Domestic Longhair Mix,Orange Tabby/White
A753781,7/11/15,*Sal,2017-07-17T15:53:00,Jul-17,Transfer,Partner,Dog,Neutered Male,2 years,Pug/Boxer,Brown/Black
A753833,7/11/15,*Darling,2017-07-17T15:53:00,Jul-17,Transfer,Partner,Dog,Spayed Female,2 years,Cairn Terrier Mix,Tan
A753741,7/10/12,Amelia,2017-07-17T15:53:00,Jul-17,Transfer,Partner,Dog,Spayed Female,5 years,Chihuahua Shorthair Mix,Black/Brown
A754177,7/17/15,,2017-07-17T15:58:21,Jul-17,Transfer,Partner,Dog,Intact Male,2 years,Pit Bull Mix,White/Red Merle
A752650,5/25/17,*Sparrow,2017-07-17T16:23:00,Jul-17,Adoption,,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Brown Tabby
A749460,11/15/15,*Sweetheart,2017-07-17T16:35:00,Jul-17,Adoption,,Cat,Spayed Female,1 year,Domestic Medium Hair Mix,Blue/White
A753862,1/28/17,*Smiley,2017-07-17T16:46:00,Jul-17,Adoption,,Dog,Neutered Male,5 months,Chihuahua Shorthair Mix,Brown/White
A753514,7/7/15,*Ella,2017-07-17T17:04:00,Jul-17,Transfer,Partner,Dog,Spayed Female,2 years,Pekingese Mix,Black
A751685,4/19/17,*Whipple,2017-07-17T17:04:00,Jul-17,Adoption,,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black/White
A753930,7/13/13,,2017-07-17T17:13:00,Jul-17,Transfer,Partner,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,Red
A753960,4/13/17,Leroy,2017-07-17T17:18:00,Jul-17,Adoption,,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Lynx Point
A754183,6/25/17,,2017-07-17T17:33:00,Jul-17,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A754184,6/25/17,,2017-07-17T17:33:00,Jul-17,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico
A754185,6/25/17,,2017-07-17T17:34:00,Jul-17,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Torbie
A754186,6/25/17,,2017-07-17T17:34:00,Jul-17,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby/White
A754187,6/25/17,,2017-07-17T17:34:00,Jul-17,Transfer,Partner,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Black
A754216,7/11/17,,2017-07-17T17:34:00,Jul-17,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Tortie
A754239,7/2/17,,2017-07-17T17:34:00,Jul-17,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair Mix,Black Tabby/Gray Tabby
A753884,3/12/17,,2017-07-17T17:34:00,Jul-17,Adoption,,Dog,Neutered Male,4 months,Chihuahua Shorthair Mix,Brown/Black
A754217,7/11/17,,2017-07-17T17:35:00,Jul-17,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Tortie
A754218,7/11/17,,2017-07-17T17:35:00,Jul-17,Transfer,Partner,Cat,Unknown,6 days,Domestic Shorthair Mix,Black
A754210,7/2/17,,2017-07-17T17:36:00,Jul-17,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Black
A754211,7/2/17,,2017-07-17T17:36:00,Jul-17,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Brown Tabby
A753927,2/1/17,Rylie,2017-07-17T17:38:00,Jul-17,Adoption,,Dog,Spayed Female,5 months,Labrador Retriever Mix,Black
A754119,5/1/17,Lani,2017-07-17T18:02:00,Jul-17,Adoption,,Dog,Spayed Female,2 months,Yorkshire Terrier Mix,Brown
A753856,7/12/15,*Moonpie,2017-07-17T18:23:00,Jul-17,Adoption,,Dog,Spayed Female,2 years,Labrador Retriever Mix,Brown/White
A751011,6/3/15,*Helios,2017-07-17T18:33:00,Jul-17,Adoption,,Dog,Neutered Male,2 years,German Shepherd Mix,Tan/Brown
A753945,11/13/16,,2017-07-17T18:42:00,Jul-17,Transfer,Partner,Dog,Spayed Female,8 months,Shih Tzu Mix,Cream/White
A753828,7/11/07,Mr. Peabody,2017-07-17T19:11:00,Jul-17,Transfer,Partner,Dog,Intact Male,10 years,Shih Tzu Mix,White/Tan
A751039,5/3/17,*Tabitha,2017-07-17T22:57:00,Jul-17,Adoption,,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Brown Tabby
A749206,4/12/17,*Fluff,2017-07-18T08:55:00,Jul-17,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Blue/White
A749207,4/12/17,*Puff,2017-07-18T08:56:00,Jul-17,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Shorthair Mix,White/Blue
A717817,12/15/14,*Stetson,2017-07-18T09:37:00,Jul-17,Adoption,Foster,Dog,Neutered Male,2 years,Labrador Retriever/Australian Cattle Dog,Tan
A751949,4/30/17,*Eagle,2017-07-18T09:55:00,Jul-17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A751947,4/30/17,*Merlin,2017-07-18T09:55:00,Jul-17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby/White
A753498,7/12/15,*Hobbes,2017-07-18T10:14:00,Jul-17,Transfer,Partner,Dog,Intact Male,2 years,Australian Cattle Dog Mix,White/Tan
A752509,6/23/16,*Vespa,2017-07-18T10:15:00,Jul-17,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Brown/White
A752218,6/19/16,*Mocha,2017-07-18T10:15:00,Jul-17,Transfer,Partner,Dog,Intact Female,1 year,Pit Bull Mix,Black
A749322,4/28/17,,2017-07-18T10:59:00,Jul-17,Adoption,Foster,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Tortie
A749612,5/16/17,*Prince,2017-07-18T12:00:00,Jul-17,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,White/Gray
A749608,5/16/17,*Lula,2017-07-18T12:05:00,Jul-17,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,White/Brown
A749610,5/16/17,*Blondie,2017-07-18T12:08:00,Jul-17,Adoption,Foster,Dog,Spayed Female,2 months,Labrador Retriever Mix,Tan
A749676,5/16/17,*Henley,2017-07-18T12:11:00,Jul-17,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Tan
A749613,5/16/17,Jax,2017-07-18T12:13:00,Jul-17,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,Brown
A749611,5/16/17,*Rocky,2017-07-18T12:17:00,Jul-17,Adoption,Foster,Dog,Neutered Male,2 months,Labrador Retriever Mix,White/Black
A751707,5/8/17,*Elsie,2017-07-18T12:23:00,Jul-17,Adoption,Foster,Dog,Spayed Female,2 months,Boxer Mix,Tan/White
A748331,4/9/17,Cooper,2017-07-18T12:29:00,Jul-17,Adoption,Foster,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Brown Tabby
A749576,4/17/17,*Millie,2017-07-18T13:48:00,Jul-17,Adoption,Foster,Cat,Spayed Female,3 months,Domestic Longhair Mix,Blue
A750047,5/2/17,*Tostada,2017-07-18T13:58:00,Jul-17,Adoption,Foster,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby
A752809,4/27/17,*Fourth,2017-07-18T14:21:00,Jul-17,Transfer,Partner,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Blue/White
A752807,4/27/17,*Boris,2017-07-18T14:21:00,Jul-17,Transfer,Partner,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Cream Tabby/White
A753954,12/13/16,,2017-07-18T14:40:00,Jul-17,Adoption,,Dog,Neutered Male,7 months,Labrador Retriever Mix,Black/White
A753935,6/13/17,,2017-07-18T14:44:00,Jul-17,Transfer,Partner,Cat,Intact Male,5 weeks,Domestic Shorthair Mix,Brown Tabby
A753473,7/6/15,*Indy,2017-07-18T14:57:00,Jul-17,Transfer,Partner,Dog,Intact Male,2 years,Queensland Heeler Mix,Red Merle
A753603,7/8/15,*Marsha,2017-07-18T15:44:00,Jul-17,Transfer,Partner,Dog,Spayed Female,2 years,Catahoula,White/Brown
A753201,5/13/15,Zeus,2017-07-18T15:44:00,Jul-17,Transfer,Partner,Dog,Neutered Male,2 years,Labrador Retriever Mix,Yellow
A754047,7/14/09,*Darby,2017-07-18T15:44:00,Jul-17,Transfer,Partner,Dog,Spayed Female,8 years,Cardigan Welsh Corgi Mix,Black/Brown
A754109,7/15/13,Sammie,2017-07-18T15:44:00,Jul-17,Transfer,Partner,Dog,Intact Male,4 years,Australian Shepherd Mix,Black/White
A754020,3/14/17,,2017-07-18T16:38:00,Jul-17,Transfer,Snr,Cat,Intact Female,4 months,Domestic Shorthair Mix,White
A754021,3/14/17,,2017-07-18T16:38:00,Jul-17,Transfer,Snr,Cat,Intact Female,4 months,Domestic Shorthair Mix,White
A754022,3/14/17,,2017-07-18T16:39:00,Jul-17,Transfer,Snr,Cat,Intact Female,4 months,Domestic Shorthair Mix,White
